name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Polyana Viana,Dama de Ferro,13,6,0,165.1,52.16,170.18,Orthodox,14-06-1992
Poppies Martinez,The Tachi Kid,29,11,0,175.26,65.77,,,
Preston Parsons,Pressure,10,4,0,180.34,77.11,180.34,Orthodox,15-07-1995
Priscila Cachoeira,Zombie Girl,12,5,0,170.18,56.7,165.1,Orthodox,19-08-1988
Pro Escobedo,,1,0,0,,92.99,,,
Puja Tomar,The Cyclone,8,4,0,,52.16,,,
Punahele Soriano,Puna,9,4,0,180.34,83.91,182.88,Southpaw,22-11-1992
Qiu Lun,Tibetan Knight,16,9,0,172.72,56.7,167.64,Southpaw,08-07-1997
Quillan Salkilld,,4,1,0,182.88,70.31,193.04,Orthodox,28-12-1999
Quinn Mulhern,,18,4,0,190.5,70.31,,Orthodox,20-09-1984
Quinton Jackson,Rampage,37,12,0,185.42,92.99,185.42,Orthodox,20-06-1978
Rachael Ostovich,,4,6,0,160.02,56.7,157.48,Orthodox,25-02-1991
Rafa Garcia,Gifted,16,3,0,170.18,70.31,177.8,Orthodox,05-08-1994
Rafael  Del Real,,6,20,0,180.34,102.06,,,
Rafael Alves,The Turn,20,12,0,172.72,70.31,172.72,Orthodox,14-11-1990
Rafael Carino,,2,1,1,203.2,111.13,,Orthodox,
Rafael Carvalho,,14,1,0,190.5,83.91,,,
Rafael Cavalcante,Feijao,12,7,0,185.42,92.99,187.96,Orthodox,14-04-1980
Rafael Dias,,17,12,2,175.26,65.77,,Orthodox,20-10-1979
Rafael Dos Anjos,,32,15,0,172.72,77.11,177.8,Southpaw,26-10-1984
Rafael Estevam,Macapa,12,0,0,172.72,56.7,175.26,Orthodox,10-08-1996
Rafael Fiziev,Ataman,12,3,0,172.72,70.31,180.34,Switch,05-03-1993
Rafael Freitas,Capoeira,3,6,0,,92.99,,Orthodox,
Rafael Natal,Sapo,21,9,1,182.88,83.91,195.58,Orthodox,25-12-1982
Rafael Rebello,Rafinha,9,4,0,165.1,61.23,170.18,Orthodox,16-10-1980
Rafael Rios,,4,2,0,,68.04,,,
Rafael Silva,Morcego,28,6,0,170.18,61.23,,,
Rafaello Oliveira,Tractor,17,8,0,172.72,70.31,180.34,Orthodox,26-01-1982
Raheam Forest,Rambo,7,2,0,180.34,77.11,185.42,Switch,11-07-1997
Raimond Magomedaliev,,10,2,0,185.42,77.11,190.5,Orthodox,10-06-1990
Rainn Guerrero,Purple Rainn,5,2,0,167.64,56.7,165.1,Orthodox,13-05-1992
Rainy Martinez,,0,2,0,182.88,90.26,,Orthodox,
Raja Shippen,,18,11,1,167.64,65.77,,,
Ralek Gracie,,3,1,0,187.96,95.25,,Orthodox,04-10-1985
Ralph Dillon,Rage,0,2,1,187.96,92.99,,Orthodox,
Ralph Gracie,,6,1,0,175.26,83.01,,Orthodox,
Rama Supandhi,Hellboy,8,4,0,165.1,56.7,167.64,Southpaw,07-11-1991
Ramazan Emeev,Gorets,20,6,0,177.8,77.11,193.04,Southpaw,23-05-1987
Ramazan Kuramagomedov,,8,0,0,185.42,77.11,185.42,Orthodox,23-08-1996
Rameau Thierry Sokoudjou,The African Assassin,18,18,0,177.8,92.99,198.12,Orthodox,18-04-1984
Rami Hamed,,12,3,0,,77.11,,,
Ramiro Hernandez,Junior,19,9,0,175.26,61.23,,Orthodox,22-07-1986
Ramiz Brahimaj,,10,4,0,177.8,77.11,182.88,Orthodox,17-11-1992
Ramon Taveras,The Savage,9,2,0,172.72,61.23,177.8,Southpaw,09-01-1994
Ramona Pascual,,6,5,0,170.18,61.23,167.64,Southpaw,23-09-1988
Ramsey Nijem,,9,6,0,180.34,70.31,190.5,Orthodox,01-04-1988
Rana Rudra Pratap Singh,Ashwathama,11,2,0,177.8,61.23,175.26,Orthodox,09-05-1997
Randa Markos,Quiet Storm,11,12,1,162.56,52.16,160.02,Orthodox,10-08-1985
Randall Wallace,Braveheart,15,6,0,180.34,83.91,185.42,Orthodox,01-03-1989
Randy Brown,Rudeboy,17,5,0,190.5,77.11,198.12,Orthodox,08-07-1990
Randy Costa,The Zohan,6,4,0,175.26,61.23,185.42,Switch,06-07-1994
Randy Couture,The Natural,19,11,0,185.42,92.99,190.5,Orthodox,22-06-1963
Rani Yahya,,28,11,1,167.64,61.23,170.18,Orthodox,12-09-1984
Raoni Barcelos,,17,5,0,170.18,61.23,170.18,Orthodox,01-05-1987
Raou Raou,,0,1,0,172.72,88.45,,Orthodox,
Raphael Assuncao,,28,10,0,165.1,61.23,167.64,Orthodox,19-07-1982
Raphael Butler,The Silencer,9,2,1,190.5,118.39,,,
Raphael Pessoa,Bebezao,10,2,0,190.5,118.84,198.12,Orthodox,09-03-1989
Raquel Pa'aluhi,Rocky,6,5,0,170.18,61.23,,,
Raquel Pennington,Rocky,15,9,0,170.18,61.23,170.18,Orthodox,05-09-1988
Rashad Coulter,Daywalker,9,4,0,180.34,92.99,193.04,Orthodox,27-11-1981
Rashad Evans,Suga,19,8,1,182.88,92.99,190.5,Orthodox,25-09-1979
Rashard Lovelace,,4,1,0,,70.31,,,
Rashid Magomedov,Highlander,20,2,0,175.26,70.31,177.8,Orthodox,29-11-1984
Raul Castillo,,7,1,0,180.34,83.91,,Orthodox,
Raul Rosas Jr.,El Nino Problema,8,1,0,175.26,61.23,170.18,Switch,08-10-2004
Raul Sandoval,,3,3,0,,58.97,,,
Raulian Paiva,,21,5,0,172.72,61.23,175.26,Orthodox,17-10-1995
Ravena Oliveira,Kenoudy,7,2,1,165.1,61.23,165.1,Orthodox,20-02-1997
Ray Borg,The Tazmexican Devil,13,5,0,162.56,61.23,160.02,Orthodox,04-08-1993
Ray Perales,Relentless,13,22,0,177.8,77.11,,Orthodox,
Ray Rodriguez,The Judge,16,8,0,170.18,61.23,177.8,Orthodox,10-12-1987
Ray Routh,,2,1,0,172.72,83.91,,Orthodox,
Ray Sefo,Sugarfoot,2,2,0,182.88,108.86,,Orthodox,15-02-1971
Ray Seraille,,8,9,0,190.5,111.58,,,
Ray Sloan,,8,1,0,185.42,92.99,,,
Ray Steinbeiss,Ipswitch Cobra,14,7,0,180.34,77.11,,Orthodox,12-09-1979
Ray Wizard,,0,1,0,,,,,
Rayanne Amanda,,14,6,0,157.48,52.16,157.48,Orthodox,08-06-1995
Raymond Daniels,,0,1,0,187.96,83.91,,Southpaw,
Razak Al-Hassan,,13,5,0,187.96,92.99,,Orthodox,14-05-1982
Reese Andy,Riptide,7,3,0,182.88,92.99,,Orthodox,31-03-1973
Reginaldo Vieira,,13,5,0,170.18,61.23,165.1,Orthodox,26-11-1982
Rei Tsuruya,,8,0,0,167.64,56.7,172.72,Orthodox,22-06-2002
Remco Pardoel,Grizzly,9,6,1,190.5,117.93,,Southpaw,
Remo Cardarelli,,7,5,0,,61.23,,,
Renan Barao,The Baron,34,9,0,167.64,65.77,177.8,Orthodox,31-01-1987
Renato Moicano,,17,5,1,180.34,70.31,182.88,Orthodox,21-05-1989
Renato Sobral,Babalu,37,11,0,185.42,92.99,190.5,Orthodox,07-09-1975
Renato Verissimo,Charuto,7,5,0,185.42,77.11,,Orthodox,03-08-1973
Rene Kronvold,,5,1,0,172.72,77.11,,Orthodox,
Renee Forte,,8,4,0,170.18,70.31,180.34,Orthodox,27-03-1987
Renzo Gracie,,13,7,1,177.8,83.91,,Orthodox,11-03-1967
Reuben Duran,,11,7,1,170.18,61.23,180.34,Orthodox,02-07-1983
Rex Holman,Big Dog,4,2,0,190.5,92.99,,Southpaw,
Rex Richards,,7,2,0,195.58,120.2,,,
Reyes Cortez Jr.,,7,3,0,170.18,61.23,172.72,Orthodox,31-07-1992
Reynaldo Trujillo,The Truth,21,19,0,175.26,70.31,,,
Reza Arianto,The Crazy Lion,5,0,0,,70.31,,,
Reza Madadi,Mad Dog,14,6,0,180.34,70.31,185.42,Orthodox,20-06-1978
Reza Nasri,,0,1,0,180.34,92.99,,Orthodox,
Rhadi Ferguson,,3,0,0,170.18,92.99,,,
Rhys McKee,Skeletor,10,5,1,187.96,77.11,198.12,Orthodox,10-09-1995
Ricardo Abreu,Demente,5,1,0,180.34,83.91,,Orthodox,27-04-1984
Ricardo Almeida,Big Dog,13,5,0,182.88,77.11,187.96,Orthodox,29-11-1976
Ricardo Arona,The Brazilian Tiger,14,5,0,180.34,92.99,,Orthodox,17-07-1978
Ricardo Barros,,2,2,0,185.42,92.99,,,
Ricardo Funch,Golden Boy,9,6,0,177.8,77.11,187.96,Southpaw,14-08-1980
Ricardo Lamas,The Bully,20,8,0,172.72,65.77,180.34,Orthodox,21-05-1982
Ricardo Morais,The Mutant,10,4,1,203.2,122.47,,Orthodox,26-02-1967
Ricardo Prasel,Alemao,10,2,0,200.66,107.95,198.12,Orthodox,02-06-1990
Ricardo Ramos,,16,5,0,175.26,65.77,182.88,Orthodox,01-08-1995
Ricardo Romero,,11,3,0,182.88,92.99,193.04,Orthodox,15-04-1978
Ricco Rodriguez,Suave,53,25,0,193.04,120.2,,Orthodox,19-08-1977
Rich Attonito,The Raging Bull,10,5,0,177.8,77.11,182.88,Orthodox,16-06-1977
Rich Bouphanouvong,,1,4,0,170.18,77.11,,,
Rich Clementi,No Love,45,23,1,175.26,70.31,182.88,Southpaw,31-03-1976
Rich Franklin,Ace,29,7,0,185.42,83.91,193.04,Southpaw,05-10-1974
Richard Crunkilton,Cleat,19,4,0,170.18,70.31,,Orthodox,25-11-1979
Richard Dalton,,4,3,1,185.42,92.99,,Orthodox,
Richard Jacobi,,6,1,1,193.04,117.93,190.5,Orthodox,28-09-1993
Richard Odoms,The Black Eagle,13,3,0,195.58,120.2,,Orthodox,08-05-1975
Richard Walsh,Filthy Rich,9,5,0,182.88,77.11,185.42,Orthodox,01-12-1988
Richardson Moreira,Rick Monstro,7,4,0,187.96,83.91,,Orthodox,31-03-1984
Richie Hightower,The Dirty Samurai,8,4,0,172.72,77.11,,Orthodox,26-11-1974
Richie Santiago,The Milford Mauler,7,2,0,170.18,61.23,170.18,Southpaw,10-10-1992
Richie Smullen,,3,1,1,175.26,70.31,172.72,Orthodox,17-08-1991
Richie Vaculik,Vas,10,4,0,167.64,56.7,175.26,Orthodox,19-06-1983
Rick Davis,The Flying Squirrel,3,1,1,175.26,70.31,,Orthodox,
Rick Roufus,,4,6,0,182.88,93.89,,Southpaw,
Rick Story,The Horror,19,9,0,175.26,77.11,180.34,Southpaw,28-08-1984
Rickson Gracie,,11,0,0,177.8,83.91,,Switch,20-11-1958
Rickson Zenidim,The King,14,2,0,170.18,56.7,170.18,Orthodox,17-02-1999
Ricky Calatayud,,16,2,0,175.26,56.7,,,
Ricky Camp,2 Slick,11,4,0,170.18,61.23,,,
Ricky Glenn,The Gladiator,22,8,2,182.88,70.31,177.8,Southpaw,12-04-1989
Ricky Johnson,,10,6,0,172.72,65.77,,Orthodox,
Ricky Legere Jr.,IE Bad Boy,14,4,0,172.72,77.11,,,
Ricky Palacios,El Gallero,10,1,0,167.64,65.77,,Orthodox,05-07-1987
Ricky Rainey,The Sniper,12,6,0,185.42,77.11,195.58,Switch,29-06-1983
Ricky Simon,,20,4,0,167.64,61.23,175.26,Orthodox,31-08-1992
Ricky Steele,The Karate Kid,6,0,0,175.26,61.23,187.96,Orthodox,26-05-1988
Ricky Turcios,,13,3,0,175.26,61.23,180.34,Orthodox,05-06-1993
Rico Altamirano,,4,3,0,177.8,77.11,,,
Rico DiSciullo,,9,2,0,172.72,61.23,,Orthodox,12-10-1986
Rico Farrington,The Triggerman,7,3,0,193.04,77.11,200.66,Southpaw,19-06-1989
Riki Fukuda,,24,9,0,182.88,83.91,185.42,Southpaw,06-01-1981
Rilley Dutro,,11,4,0,172.72,56.7,,Orthodox,03-09-1987
Rin Nakai,,19,2,1,154.94,61.23,,Orthodox,22-10-1986
Rinat Fakhretdinov,Gladiator,21,1,1,182.88,77.11,187.96,Orthodox,28-09-1991
Rinya Nakamura,Hybred,8,0,0,170.18,61.23,172.72,Southpaw,23-03-1995
Rizvan Kuniev,,11,2,1,193.04,108.86,193.04,Orthodox,03-10-1992
RJ Clifford,,4,3,0,,72.57,,,
Roan Carneiro,Jucao,21,11,0,180.34,77.11,193.04,Orthodox,02-06-1978
Rob Broughton,The Bear,16,7,1,187.96,120.2,187.96,Orthodox,03-03-1983
Rob Emerson,The Saint,18,12,0,175.26,70.31,177.8,Orthodox,30-07-1981
Rob Font,,20,8,0,172.72,61.23,180.34,Orthodox,25-06-1987
Rob Kimmons,The Rosedale Reaper,25,9,0,177.8,83.91,185.42,Orthodox,30-01-1981
Rob MacDonald,Maximus,5,4,0,190.5,92.99,198.12,Orthodox,05-09-1978
Rob McCullough,Razor,19,8,0,175.26,70.31,175.26,Orthodox,26-05-1977
Rob Sinclair,,13,5,0,172.72,70.31,,,
Rob Wilkinson,Razor,11,2,0,190.5,83.91,203.2,Orthodox,22-02-1992
Rob Yundt,Monster,9,5,0,185.42,83.91,,Orthodox,05-05-1980
Robbie Lawler,Ruthless,30,16,0,180.34,77.11,187.96,Southpaw,20-03-1982
Robbie Ring,Razor,6,1,0,175.26,65.77,172.72,Orthodox,14-07-2000
Robert Breslin,The Bullet,3,9,0,180.34,70.31,,,
Robert Bryczek,,17,5,0,,83.91,,,
Robert Densley,The Wrecker,9,10,0,175.26,70.31,,,
Robert Drysdale,,7,0,0,190.5,92.99,,Orthodox,05-10-1981
Robert Lucarelli,,0,1,0,187.96,111.13,,,
Robert McDaniel,Bubba,28,10,0,190.5,83.91,190.5,Southpaw,03-05-1983
Robert Peralta,Problems,18,8,0,172.72,65.77,180.34,Orthodox,14-03-1986
Robert Sanchez,Littlefury,8,2,0,167.64,56.7,167.64,Orthodox,05-03-1986
Robert Whiteford,The Hammer,14,4,0,175.26,65.77,175.26,Southpaw,12-04-1983
Robert Whittaker,The Reaper,25,7,0,182.88,83.91,185.42,Orthodox,20-12-1990
Roberta Rovel,Crusher,4,1,0,172.72,65.77,,,
Roberto Traven,Spider,6,4,1,190.5,102.97,,Orthodox,16-09-1968
Rocky Lee,,3,2,0,175.26,65.77,,Orthodox,08-04-1987
Rocky Long,,21,37,1,,65.77,,,
Rodney Faverus,,25,20,3,182.88,97.52,,Southpaw,
Rodney Wallace,Shonuff the Master,26,15,1,175.26,92.99,182.88,Switch,21-11-1981
Rodolfo Bellato,Trator,12,2,0,190.5,92.99,195.58,Orthodox,05-02-1996
Rodolfo Marques Diniz,,23,9,1,167.64,61.23,,,
Rodolfo Rubio Perez,Fito,10,16,1,165.1,65.77,,Orthodox,29-01-1987
Rodolfo Vieira,,9,2,0,182.88,83.91,185.42,Orthodox,25-09-1989
Rodrigo Damm,,13,9,0,170.18,70.31,180.34,Orthodox,03-02-1980
Rodrigo de Lima,Monstro,8,3,1,170.18,70.31,,Orthodox,12-03-1991
Rodrigo Gracie,,6,2,1,182.88,83.01,,Orthodox,11-04-1975
Rodrigo Gripp de Sousa,Riscado,7,9,0,180.34,92.99,,Orthodox,
Rodrigo Lidio,Dynamis,12,3,0,180.34,70.31,185.42,Orthodox,07-07-1989
Rodrigo Nascimento,Ze Colmeia,11,1,0,187.96,111.58,203.2,Orthodox,26-11-1992
Rodrigo Ruas,,4,5,1,177.8,83.91,,Orthodox,06-10-1977
Roger Bowling,Relentless,12,6,0,175.26,70.31,172.72,Orthodox,05-12-1982
Roger Carroll,The Leprechaun,16,14,0,177.8,77.11,,,
Roger Gracie,,8,2,0,193.04,83.91,200.66,Orthodox,26-09-1981
Roger Hollett,The Hulk,13,5,0,180.34,92.99,,Orthodox,08-10-1978
Roger Huerta,El Matador,23,9,1,175.26,70.31,177.8,Orthodox,20-05-1983
Roger Narvaez,Silverback,8,3,0,190.5,83.91,,Southpaw,09-09-1983
Roger Zapata,Viva,4,2,0,180.34,77.11,,Southpaw,09-05-1986
Rogerio Bontorin,,16,4,0,165.1,56.7,170.18,Orthodox,25-04-1992
Rogerio Nogueira,Minotouro,23,10,0,187.96,92.99,190.5,Southpaw,02-06-1976
Roland Delorme,,9,5,0,175.26,61.23,180.34,Orthodox,18-12-1983
Roland Payne,,0,1,0,175.26,92.99,,Orthodox,
Rolando Bedoya,The Machine,14,3,0,180.34,77.11,187.96,Orthodox,13-01-1997
Rolando Delgado,Roli,11,6,1,190.5,70.31,195.58,Orthodox,22-11-1981
Rolando Dy,Dy Incredible,9,7,1,172.72,65.77,175.26,Orthodox,11-08-1990
Rolando Perez,,7,5,2,172.72,61.23,,Orthodox,
Roldan Sangcha'an,The Executioner,4,2,0,162.56,56.7,,Orthodox,04-12-1990
Rolles Gracie,,8,4,0,193.04,109.77,,Orthodox,14-07-1978
Roman Bogatov,,10,1,0,172.72,70.31,185.42,Orthodox,15-12-1990
Roman Bravo-Young,,0,1,0,,92.99,,,
Roman Dolidze,,12,2,0,187.96,83.91,193.04,Orthodox,15-07-1988
Roman Kopylov,,12,2,0,182.88,83.91,190.5,Southpaw,04-05-1991
Roman Mitichyan,,8,3,0,177.8,77.11,,Orthodox,04-09-1978
Roman Salazar,El Gallito,10,6,0,170.18,61.23,,Orthodox,21-02-1988
Roman Zentsov,The Russian Hammer,18,12,0,185.42,104.33,,Orthodox,10-09-1973
Romie Aram,,7,1,0,177.8,77.11,,Orthodox,02-12-1977
Ron Faircloth,,33,20,0,175.26,92.99,,Orthodox,16-08-1979
Ron Fields,Killing,28,32,1,187.96,90.72,,Orthodox,18-11-1974
Ron Henderson,,4,3,0,177.8,56.7,,,
Ron Keslar,,11,9,0,,83.91,,,
Ron Sparks,The Monster,8,3,0,195.58,120.2,,,
Ron Stallings,The Choir Boy,14,8,0,187.96,77.11,190.5,Southpaw,25-01-1983
Ron van Clief,The Black Dragon,0,1,0,177.8,86.18,,Orthodox,25-01-1943
Ron Waterman,H20,16,6,2,187.96,127.01,,Orthodox,23-11-1965
Ronal Siahaan,Naga Sakti,7,1,0,170.18,56.7,180.34,Southpaw,05-05-1996
Ronald Carillo,,4,2,0,,56.7,,,
Ronald Jhun,The Machine Gun,24,26,2,180.34,77.11,,Orthodox,21-09-1970
Ronaldo Candido,Pacman,6,0,0,167.64,56.7,,Southpaw,24-04-1989
Ronda Rousey,Rowdy,12,2,0,170.18,61.23,167.64,Orthodox,01-02-1987
Rongzhu,,24,5,0,175.26,70.31,182.88,Orthodox,07-03-2000
Ronnie Lawrence,The Heat,8,2,0,172.72,61.23,172.72,Switch,13-06-1992
Ronny Markes,,17,5,0,185.42,83.91,190.5,Orthodox,21-04-1988
Rony Jason,,14,7,0,170.18,65.77,185.42,Orthodox,21-03-1984
Rony Sefo,,0,2,0,175.26,102.06,,Orthodox,
Ronys Torres,,35,5,0,170.18,70.31,,Orthodox,13-08-1975
Roosevelt Roberts,The Predator,12,5,0,187.96,70.31,185.42,Orthodox,11-02-1994
Roque Martinez,,15,8,2,177.8,113.4,182.88,Orthodox,04-03-1986
Rory MacDonald,Red King,19,4,0,182.88,77.11,193.04,Orthodox,22-07-1989
Rory Markham,,17,6,0,182.88,77.11,180.34,Orthodox,25-03-1982
Rory Singer,Outburst,11,9,0,187.96,83.91,195.58,Orthodox,28-05-1976
Rose Namajunas,Thug,12,6,0,165.1,56.7,165.1,Orthodox,29-06-1992
Roshan Mainam,The Indian Notorious,6,3,0,,61.23,,,
Roshaun Jones,,2,6,0,172.72,61.23,,,
Rosi Sexton,The Surgeon,13,5,0,160.02,61.23,,Orthodox,16-07-1977
Ross Ebanez,The Boss,20,10,0,175.26,69.85,,Southpaw,18-05-1975
Ross Pearson,The Real Deal,20,16,0,172.72,70.31,175.26,Orthodox,26-09-1984
Ross Pointon,The Gladiator,6,17,0,172.72,77.11,,Orthodox,18-02-1980
Rostem Akman,,6,2,0,177.8,77.11,182.88,Switch,19-12-1991
Rousimar Palhares,Toquinho,19,8,0,172.72,77.11,180.34,Orthodox,26-02-1980
Roxanne Modafferi,The Happy Warrior,25,21,0,170.18,56.7,175.26,Orthodox,24-09-1982
Roy Boughton,Black Dynamite,14,8,0,182.88,92.99,,,
Roy Jones,,7,5,0,,92.99,,,
Roy Nelson,Big Country,22,14,0,182.88,119.29,185.42,Orthodox,20-06-1976
Roybert Echeverria,The Unbroken,7,1,0,165.1,56.7,170.18,Switch,21-08-1995
Royce Alger,,3,2,0,177.8,90.26,,Orthodox,
Royce Gracie,,15,2,3,185.42,79.38,,Southpaw,12-12-1966
Royler Gracie,,5,5,1,172.72,68.04,,Southpaw,06-12-1965
Royston Wee,,4,1,0,170.18,61.23,170.18,Orthodox,15-11-1986
Ruan Potts,Fangzz,11,6,0,187.96,112.04,190.5,Orthodox,23-02-1978
Ruben Villareal,Warpath,22,28,3,193.04,120.2,,Orthodox,01-05-1970
Rubens Xavier,Macula,5,3,0,190.5,99.79,,Orthodox,
Rubin Williams,Mr. Hollywood,0,1,0,185.42,83.91,,Orthodox,09-04-1976
Rudy Bears,,16,15,0,180.34,77.11,,Southpaw,
Rudyard Moncayo,,0,3,0,177.8,88.45,,Orthodox,
Rulon Gardner,,1,0,0,190.5,120.2,,Orthodox,16-08-1971
Ruslan Magomedov,Leopard,14,1,0,190.5,109.77,198.12,Orthodox,26-11-1986
Russell Doane,,15,8,0,170.18,61.23,177.8,Orthodox,13-08-1986
Russell Patrick,,6,4,0,175.26,65.77,,,
Rustam Khabilov,Tiger,24,4,0,172.72,70.31,185.42,Orthodox,04-11-1986
Ryan Bader,Darth,23,5,0,187.96,92.99,187.96,Orthodox,07-06-1983
Ryan Bastianelli,Relentless,6,7,0,165.1,61.23,,,
Ryan Benoit,Baby Face,10,8,0,165.1,56.7,172.72,Orthodox,25-08-1989
Ryan Couture,,11,5,0,177.8,70.31,185.42,Orthodox,27-08-1982
Ryan Diaz,,13,14,0,,65.77,,,
Ryan Gracie,,5,2,0,175.26,90.72,,Orthodox,14-08-1974
Ryan Hall,The Wizard,9,2,0,177.8,65.77,177.8,Southpaw,22-02-1985
Ryan Hayes,,7,6,0,,,,,
Ryan Healy,The Irish Assassin,25,14,1,185.42,70.31,,Orthodox,20-07-1983
Ryan Janes,,10,3,0,190.5,83.91,193.04,Orthodox,22-08-1981
Ryan Jensen,,21,8,0,185.42,83.91,193.04,Orthodox,20-09-1977
Ryan Jimmo,The Big Deal,19,5,0,185.42,92.99,185.42,Orthodox,27-11-1981
Ryan Keenan,,6,2,0,177.8,77.11,,,
Ryan LaFlare,,14,3,0,185.42,77.11,187.96,Southpaw,01-10-1983
Ryan Larson,,6,2,0,,77.11,,,
Ryan MacDonald,Main Event,10,2,0,180.34,61.23,180.34,Switch,18-03-1993
Ryan Madigan,,5,3,0,182.88,77.11,,Orthodox,
Ryan McGillivray,The Kid,12,0,1,180.34,77.11,,,
Ryan McGivern,,13,7,0,182.88,83.91,,Orthodox,17-01-1980
Ryan Parker,,0,1,0,190.5,106.59,,Southpaw,
Ryan Quinn,,13,7,1,172.72,65.77,,,
Ryan Roberts,,21,12,1,167.64,70.31,,Orthodox,16-07-1978
Ryan Spann,Superman,21,9,0,195.58,92.99,200.66,Orthodox,24-08-1991
Ryan Stonitsch,,8,1,0,175.26,77.11,,Southpaw,03-02-1977
Ryan Thomas,The Tank Engine,20,8,0,182.88,77.11,,Orthodox,05-11-1984
Ryan Tobar,,3,3,0,,70.31,,,
Ryo Chonan,Piranah,22,13,0,175.26,77.11,177.8,Orthodox,08-10-1976
Ryo Kawamura,,18,9,4,180.34,92.99,,Orthodox,29-06-1981
Ryuichi Murata,,8,3,1,172.72,83.01,,Orthodox,
Ryuki Ueyama,,12,18,5,180.34,81.65,,Southpaw,17-04-1976
Ryuta Sakurai,,24,24,6,170.18,83.01,,Orthodox,
Saad Awad,Assassin,20,9,0,180.34,70.31,,,
Sabah Homasi,,11,8,0,182.88,77.11,182.88,Orthodox,19-10-1988
Sabina Mazo,Colombian Queen,9,4,0,170.18,56.7,177.8,Orthodox,25-03-1997
Saeed Hosseini,,0,1,0,,,,,
Sage Northcutt,Super,11,2,0,182.88,77.11,180.34,Orthodox,01-03-1996
Sai Wang,The Fire Kylin,20,6,1,182.88,77.11,,Southpaw,14-01-1986
Said Nurmagomedov,,18,3,0,172.72,61.23,177.8,Orthodox,05-04-1992
Saidyokub Kakhramonov,,10,3,0,172.72,61.23,175.26,Orthodox,14-11-1995
Saimon Oliveira,,18,5,0,162.56,61.23,182.88,Orthodox,21-04-1991
Sako Chivitchian,,8,1,0,180.34,70.31,,Orthodox,11-03-1984
Salim Touahri,Grizzly,10,4,0,177.8,77.11,182.88,Orthodox,28-09-1989
Salvador Becerra,,5,2,0,175.26,70.31,,,
Salvador Woods,,8,17,0,180.34,77.11,,,
Sam Adkins,The Experience,7,20,2,190.5,102.06,,Orthodox,26-04-1965
Sam Alvey,Smile'N,33,18,1,187.96,83.91,190.5,Southpaw,06-05-1986
Sam Fulton,,0,2,0,,,,,
Sam Greco,,3,1,1,187.96,92.99,,Orthodox,03-05-1967
Sam Hoger,The Alaskan Assassin,10,4,0,187.96,92.99,,Orthodox,28-06-1980
Sam Hughes,Sampage,8,5,0,165.1,52.16,162.56,Orthodox,28-06-1992
Sam Liera,,12,10,0,,,,,
Sam Oropeza,,13,3,0,187.96,77.11,,,
Sam Patterson,,10,2,1,190.5,70.31,198.12,Orthodox,30-04-1996
Sam Sicilia,,15,8,0,172.72,65.77,170.18,Orthodox,01-02-1986
Sam Spengler,The Ram,9,5,0,180.34,83.91,,Orthodox,
Sam Stout,Hands of Stone,20,12,1,175.26,70.31,177.8,Orthodox,23-04-1984
Sam Watford,,2,2,0,,70.31,,,
Samandar Murodov,,8,0,0,185.42,77.11,190.5,Orthodox,28-08-1999
Sammy Morgan,The Squeeze,18,12,0,177.8,77.11,,Orthodox,28-09-1981
Samy Schiavo,,10,6,0,172.72,70.31,,Orthodox,24-12-1975
Sanae Kikuta,,31,9,3,175.26,90.72,,Orthodox,10-09-1971
Sandra Lavado,Peruvian Zombie,10,3,0,170.18,52.16,167.64,Orthodox,03-05-1994
Sanford Alton Meeks,,1,1,0,195.58,120.2,190.5,Orthodox,05-04-1994
SangHoon Yoo,Assassin,8,2,0,182.88,77.11,187.96,Orthodox,18-01-1990
SangWon Kim,No Problem,10,6,1,175.26,65.77,175.26,Orthodox,01-09-1993
Sangwook Kim,Frogman,9,3,0,182.88,70.31,182.88,Orthodox,17-10-1993
Santiago Ponzinibbio,Argentine Dagger,30,7,0,182.88,77.11,185.42,Orthodox,26-09-1986
Santo Curatolo,,6,2,0,160.02,56.7,157.48,Southpaw,18-01-1995
Saparbeg Safarov,,9,3,0,185.42,83.91,198.12,Orthodox,14-10-1986
Sara McMann,,13,6,0,167.64,61.23,167.64,Orthodox,24-09-1980
Sarah Alpar,Too Sweet,9,6,0,162.56,61.23,160.02,Southpaw,01-06-1991
Sarah D'alelio,The Monster,11,7,0,170.18,65.77,,,
Sarah Frota,A Treta,9,2,0,167.64,56.7,175.26,Southpaw,14-04-1987
Sarah Kaufman,,18,4,0,165.1,61.23,167.64,Orthodox,20-09-1985
Sarah Moras,Cheesecake,6,8,0,170.18,61.23,170.18,Orthodox,30-04-1988
Sarah Payant,Soulja,1,4,0,162.56,52.16,,,
Sasha Palatnikov,,6,4,0,185.42,77.11,182.88,Switch,15-03-1989
Satoru Kitaoka,,40,14,9,167.64,69.85,,,
Satoshi Honma,,4,6,3,185.42,92.99,,Orthodox,19-05-1968
Satoshi Ishii,,15,8,1,180.34,108.86,,Orthodox,19-12-1986
Saul Elizondo,,6,8,0,170.18,61.23,,,
Scott Adams,,8,1,0,182.88,102.06,,Southpaw,
Scott Askham,,14,4,0,190.5,83.91,190.5,Southpaw,20-05-1988
Scott Baker,,1,1,0,182.88,95.25,,,
Scott Bessac,,4,6,0,193.04,111.13,,,
Scott Bills,,7,9,1,177.8,77.11,,,
